Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Co-applicant_Income,Loan_Amount,Term,Credit_History,Property_Area,Status
LP10345,Male,No,0,Graduate,No,3466,0,122,360,1,Rural,Y
LP10346,Male,No,0,Graduate,No,1908,0,64,120,1,Semiurban,Y
LP10347,Male,Yes,0,Graduate,No,5616,0,199,360,1,Rural,Y
LP10348,Male,No,1,Graduate,No,7143,1717,284,360,0,Semiurban,N
LP10349,Male,Yes,2,Graduate,No,13158,0,436,360,1,Urban,Y
LP10350,Female,Yes,0,Not Graduate,No,4276,1470,218,360,1,Rural,Y
LP10351,Male,No,0,Graduate,No,4482,0,111,360,1,Rural,Y
LP10352,Male,Yes,2,Graduate,No,9548,0,366,360,1,Semiurban,Y
LP10353,Female,No,2,Graduate,No,6915,0,262,360,1,Semiurban,Y
LP10354,Male,Yes,1,Graduate,No,2944,0,77,360,1,Urban,Y
LP10355,Male,Yes,2,Graduate,No,15201,0,504,180,1,Urban,Y
LP10356,Male,Yes,2,Graduate,No,2859,0,105,480,1,Semiurban,Y
LP10357,Male,No,0,Graduate,No,5246,2366,233,360,1,Rural,Y
LP10358,Female,Yes,0,Graduate,No,4195,0,101,360,0,Urban,N
LP10359,Male,Yes,1,Not Graduate,No,6885,4691,409,360,1,Urban,Y
LP10360,Male,Yes,0,Not Graduate,No,3475,2490,212,120,0,Semiurban,N
LP10361,Male,Yes,0,Not Graduate,No,3609,1171,134,360,1,Rural,Y
LP10362,Male,Yes,0,Graduate,No,5471,4207,201,360,1,Urban,Y
LP10363,Male,No,3+,Not Graduate,No,3731,4029,298,180,1,Rural,Y
LP10364,Male,Yes,1,Graduate,No,2907,0,101,180,0,Urban,N
LP10365,Female,No,0,Graduate,No,6362,0,150,360,1,Semiurban,Y
LP10366,Male,Yes,2,Graduate,No,6587,1594,283,360,1,Semiurban,Y
LP10367,Male,Yes,2,Graduate,Yes,3237,0,100,360,1,Urban,Y
LP10368,Male,No,2,Graduate,No,2390,2069,93,360,1,Rural,Y
LP10369,Male,Yes,2,Not Graduate,No,5489,4477,358,360,1,Rural,Y
LP10370,Female,No,0,Graduate,No,3132,2312,183,360,1,Semiurban,Y
LP10371,Male,No,1,Graduate,No,5839,0,199,360,1,Urban,Y
LP10372,Male,Yes,1,Graduate,No,5135,0,140,360,1,Semiurban,Y
LP10373,Male,Yes,0,Graduate,Yes,24587,1895,1019,360,1,Urban,Y
LP10374,Female,No,0,Not Graduate,No,8140,3939,416,360,1,Semiurban,Y
LP10375,Male,Yes,0,Graduate,Yes,2998,0,97,240,1,Rural,Y
LP10376,Female,Yes,0,Graduate,No,3304,0,114,360,1,Semiurban,N
LP10377,Male,Yes,2,Graduate,Yes,3794,4638,298,360,1,Rural,Y
LP10378,Male,No,0,Graduate,No,5013,0,133,480,1,Urban,Y
LP10379,Male,Yes,0,Not Graduate,No,2725,0,88,360,0,Semiurban,N
LP10380,Female,No,3+,Graduate,No,3389,1781,151,360,0,Rural,N
LP10381,Male,Yes,1,Graduate,No,2455,0,91,360,1,Urban,Y
LP10382,Male,No,1,Graduate,Yes,1993,3622,185,180,1,Rural,Y
LP10383,Female,No,1,Graduate,Yes,9542,0,208,360,1,Urban,Y
LP10384,Male,Yes,2,Not Graduate,No,4545,0,129,360,0,Semiurban,N
LP10385,Female,No,0,Graduate,No,6127,2356,267,360,1,Rural,Y
LP10386,Male,Yes,1,Graduate,No,4606,4781,225,360,1,Urban,Y
LP10387,Male,Yes,0,Graduate,No,4939,0,138,360,1,Rural,Y
LP10388,Male,Yes,0,Graduate,No,3870,0,140,360,0,Urban,Y
LP10389,Male,Yes,0,Not Graduate,No,3413,3516,251,360,0,Urban,N
LP10390,Male,Yes,0,Not Graduate,No,7262,2501,268,360,1,Rural,Y
LP10391,Male,No,3+,Graduate,No,11322,0,246,360,1,Urban,Y
LP10392,Male,Yes,0,Graduate,No,2749,4767,152,240,1,Urban,Y
LP10393,Male,Yes,1,Graduate,Yes,3899,3223,266,240,1,Semiurban,Y
LP10394,Male,Yes,0,Not Graduate,No,9877,1049,355,360,1,Rural,N
LP10395,Male,Yes,1,Graduate,No,3575,3642,177,240,1,Urban,Y
LP10396,Male,Yes,0,Graduate,No,5660,0,195,360,0,Semiurban,N
LP10397,Male,Yes,1,Not Graduate,No,6330,0,239,360,1,Rural,Y
LP10398,Male,Yes,3+,Graduate,Yes,2381,4473,209,120,1,Rural,Y
LP10399,Male,Yes,0,Graduate,No,4753,4971,199,360,1,Rural,Y
LP10400,Male,No,2,Graduate,No,7193,0,221,360,1,Urban,Y
LP10401,Male,No,0,Graduate,No,8691,3005,444,360,1,Urban,Y
LP10402,Male,Yes,1,Graduate,Yes,4289,2007,225,180,1,Semiurban,Y
LP10403,Male,No,0,Graduate,No,2923,0,85,120,1,Urban,N
LP10404,Male,No,0,Graduate,No,9955,0,344,360,1,Rural,N
LP10405,Male,No,0,Not Graduate,No,1870,2931,103,360,1,Rural,Y
LP10406,Female,Yes,0,Graduate,No,6252,3323,315,360,0,Semiurban,N
LP10407,Male,Yes,0,Graduate,Yes,1130,0,38,360,1,Rural,Y
LP10408,Male,No,2,Graduate,Yes,2171,3098,147,180,1,Rural,Y
LP10409,Male,Yes,1,Graduate,No,6127,2941,356,360,0,Semiurban,N
LP10410,Female,Yes,2,Not Graduate,Yes,5603,0,137,360,1,Rural,Y
LP10411,Male,Yes,1,Not Graduate,Yes,5625,1466,248,360,1,Urban,Y
LP10412,Male,No,2,Graduate,No,15632,0,601,120,1,Semiurban,Y
LP10413,Male,Yes,2,Not Graduate,No,15276,0,441,240,1,Urban,Y
LP10414,Female,Yes,2,Graduate,No,5894,0,145,360,1,Urban,Y
LP10415,Male,Yes,0,Not Graduate,No,3632,1367,102,360,1,Rural,Y
LP10416,Male,Yes,0,Not Graduate,No,4768,0,106,180,1,Urban,N
LP10417,Male,Yes,0,Graduate,No,3423,0,91,180,1,Urban,Y
LP10418,Male,Yes,1,Graduate,No,5067,0,163,360,1,Semiurban,N
LP10419,Female,Yes,0,Not Graduate,No,2950,0,75,360,1,Semiurban,Y
LP10420,Male,No,2,Graduate,No,7373,0,168,180,1,Urban,Y
LP10421,Male,Yes,0,Graduate,No,9908,0,328,360,1,Semiurban,Y
LP10422,Male,Yes,0,Graduate,Yes,4593,4189,218,360,1,Semiurban,Y
LP10423,Male,Yes,0,Not Graduate,No,4989,1206,219,360,0,Semiurban,N
LP10424,Male,Yes,0,Graduate,No,3213,0,76,360,0,Semiurban,Y
LP10425,Male,Yes,0,Graduate,No,5118,4660,369,180,1,Urban,Y
LP10426,Female,Yes,2,Graduate,No,3973,3053,183,360,1,Urban,Y
LP10427,Male,Yes,1,Graduate,No,4303,0,118,360,1,Rural,Y
LP10428,Male,Yes,2,Not Graduate,No,2843,0,106,360,1,Rural,Y
LP10429,Male,No,1,Graduate,No,6542,2466,323,360,0,Urban,N
LP10430,Male,No,0,Not Graduate,No,13042,0,494,360,1,Semiurban,Y
LP10431,Female,Yes,1,Graduate,No,17215,0,349,360,1,Urban,Y
LP10432,Male,Yes,0,Graduate,No,3088,0,78,180,1,Semiurban,Y
LP10433,Male,Yes,1,Graduate,No,1787,0,64,360,1,Semiurban,Y
LP10434,Male,No,2,Graduate,No,11475,0,259,360,1,Semiurban,Y
LP10435,Male,No,1,Graduate,Yes,2673,3090,197,180,1,Semiurban,Y
LP10436,Male,Yes,0,Graduate,No,5737,4264,354,180,1,Semiurban,Y
LP10437,Male,No,0,Not Graduate,No,1912,0,44,240,1,Rural,Y
LP10438,Male,Yes,2,Graduate,No,3006,2898,206,360,1,Rural,Y
LP10439,Male,No,1,Graduate,No,6619,3445,280,360,1,Semiurban,Y
LP10440,Female,No,3+,Not Graduate,No,3904,0,127,360,1,Rural,N
LP10441,Male,No,1,Graduate,No,7118,3103,309,360,1,Rural,Y
LP10442,Male,No,0,Graduate,No,1609,0,41,360,1,Semiurban,Y
LP10443,Male,No,1,Graduate,No,5162,4074,226,360,1,Semiurban,Y
LP10444,Male,Yes,0,Graduate,No,2774,2157,132,360,1,Semiurban,Y
LP10445,Male,No,0,Not Graduate,No,2656,0,86,360,1,Urban,Y
LP10446,Male,Yes,0,Graduate,No,4184,4448,190,360,0,Rural,N
LP10447,Male,Yes,0,Not Graduate,No,6185,0,229,240,1,Semiurban,Y
LP10448,Male,No,3+,Graduate,Yes,3983,0,152,360,0,Rural,N
LP10449,Male,No,0,Graduate,Yes,6670,1270,252,360,1,Rural,Y
LP10450,Male,Yes,3+,Graduate,No,2130,0,64,480,0,Semiurban,N
LP10451,Male,No,1,Not Graduate,No,6930,2299,281,120,1,Urban,Y
LP10452,Male,No,0,Graduate,Yes,4487,3062,168,360,1,Semiurban,Y
LP10453,Male,No,0,Graduate,No,4320,0,146,360,1,Rural,Y
LP10454,Female,Yes,2,Not Graduate,No,3742,0,118,360,1,Urban,Y
LP10455,Female,Yes,2,Not Graduate,No,7523,3556,258,360,1,Urban,Y
LP10456,Male,No,0,Not Graduate,No,1778,4226,140,360,0,Urban,N
LP10457,Male,No,0,Graduate,No,6386,2731,191,360,1,Semiurban,Y
LP10458,Female,No,2,Graduate,No,8140,0,281,360,1,Urban,Y
LP10459,Female,Yes,0,Graduate,No,9050,0,256,360,1,Urban,Y
LP10460,Female,No,2,Graduate,No,10020,2018,246,480,1,Urban,Y
LP10461,Female,Yes,3+,Not Graduate,No,3246,0,96,360,0,Urban,N
LP10462,Male,Yes,2,Graduate,No,4069,2215,152,360,1,Rural,Y
LP10463,Male,No,0,Graduate,No,7789,0,282,360,1,Semiurban,Y
LP10464,Male,No,3+,Not Graduate,No,2081,0,42,360,1,Semiurban,Y
LP10465,Male,Yes,2,Graduate,No,4766,0,178,360,1,Semiurban,Y
LP10466,Male,Yes,0,Graduate,Yes,4065,3561,253,360,1,Urban,Y
LP10467,Male,Yes,1,Graduate,Yes,2832,0,109,480,1,Rural,Y
LP10468,Male,No,0,Graduate,No,3080,3897,176,360,1,Urban,Y
LP10469,Female,Yes,1,Graduate,No,4067,0,100,480,1,Urban,Y
LP10470,Male,Yes,1,Graduate,No,2944,0,98,360,1,Rural,N
LP10471,Male,Yes,2,Not Graduate,No,3411,2722,237,360,1,Rural,Y
LP10472,Male,Yes,2,Not Graduate,No,2355,3189,211,360,0,Rural,N
LP10473,Male,Yes,2,Graduate,No,2983,0,117,360,1,Urban,Y
LP10474,Male,Yes,2,Graduate,Yes,4506,0,130,180,1,Rural,N
LP10475,Male,Yes,0,Not Graduate,No,3437,0,101,360,0,Rural,N
LP10476,Male,Yes,0,Not Graduate,No,9464,0,266,360,1,Rural,Y
LP10477,Male,Yes,1,Not Graduate,No,3262,0,97,360,1,Rural,Y
LP10478,Male,No,0,Graduate,No,7220,2240,366,360,0,Urban,Y
LP10479,Male,Yes,3+,Graduate,No,3769,0,120,360,0,Rural,N
LP10480,Male,Yes,0,Graduate,No,2017,0,49,360,0,Semiurban,N
LP10481,Male,No,0,Graduate,No,4109,2572,224,360,1,Rural,N
LP10482,Male,Yes,0,Graduate,No,1503,0,46,360,1,Semiurban,Y
LP10483,Male,Yes,0,Not Graduate,No,8887,2156,409,360,1,Urban,Y
LP10484,Female,No,3+,Graduate,Yes,6627,0,174,360,0,Semiurban,Y
LP10485,Male,Yes,0,Graduate,Yes,3094,3200,179,180,1,Urban,Y
LP10486,Male,No,0,Graduate,No,3220,2739,144,360,0,Semiurban,N
LP10487,Female,No,1,Graduate,No,6438,1406,296,360,0,Semiurban,N
LP10488,Male,Yes,0,Graduate,No,3760,0,137,360,1,Urban,Y
LP10489,Female,No,1,Graduate,No,1302,1743,83,360,1,Semiurban,Y
LP10490,Male,Yes,0,Graduate,No,7730,0,182,360,1,Urban,Y
LP10491,Male,No,1,Not Graduate,No,7124,0,256,360,1,Rural,Y
LP10492,Male,Yes,2,Graduate,No,3729,0,142,360,1,Urban,Y
LP10493,Male,No,1,Graduate,No,2554,0,86,360,1,Rural,Y
LP10494,Female,Yes,0,Graduate,No,4940,0,112,360,1,Urban,N
LP10495,Male,Yes,0,Graduate,No,13108,4970,408,360,1,Rural,Y
LP10496,Male,Yes,0,Graduate,No,2979,0,59,360,1,Urban,Y
LP10497,Male,Yes,2,Not Graduate,No,6470,0,243,360,1,Semiurban,Y
LP10498,Male,Yes,0,Graduate,No,5595,1776,204,240,1,Urban,Y
LP10499,Male,Yes,1,Not Graduate,No,2800,4483,179,360,1,Urban,Y
LP10500,Male,Yes,0,Graduate,No,2311,4492,268,360,1,Semiurban,Y
LP10501,Male,Yes,3+,Not Graduate,No,4322,0,149,360,1,Semiurban,N
LP10502,Male,No,0,Graduate,No,10104,0,377,360,1,Semiurban,Y
LP10503,Male,Yes,3+,Not Graduate,No,10069,0,240,360,1,Rural,Y
LP10504,Male,Yes,2,Graduate,No,9785,0,210,360,1,Urban,Y
LP10505,Male,No,0,Not Graduate,No,9264,0,213,480,1,Rural,Y
LP10506,Male,Yes,0,Graduate,Yes,4881,0,192,180,1,Rural,Y
LP10507,Male,Yes,2,Graduate,No,5460,0,208,360,1,Semiurban,Y
LP10508,Male,Yes,0,Graduate,No,11020,1001,330,360,1,Urban,Y
LP10509,Female,Yes,0,Graduate,No,7782,0,259,360,1,Semiurban,Y
LP10510,Male,No,0,Graduate,No,3797,0,93,360,1,Urban,Y
LP10511,Male,No,0,Not Graduate,No,2592,0,77,360,1,Rural,Y
LP10512,Male,Yes,0,Not Graduate,No,2962,0,68,360,1,Rural,Y
LP10513,Male,Yes,2,Graduate,No,10857,0,243,360,1,Semiurban,Y
LP10514,Male,Yes,2,Not Graduate,No,6568,1977,292,360,1,Rural,Y
LP10515,Male,Yes,0,Not Graduate,No,5101,2596,305,360,1,Rural,Y
LP10516,Female,No,0,Not Graduate,No,9070,0,267,360,1,Semiurban,Y
LP10517,Male,No,2,Not Graduate,No,5214,2115,174,360,1,Rural,Y
LP10518,Male,Yes,0,Graduate,Yes,2897,0,64,360,1,Urban,Y
LP10519,Male,Yes,0,Graduate,No,3317,4948,308,180,1,Rural,Y
LP10520,Male,No,1,Graduate,Yes,3106,2797,214,360,1,Rural,Y
LP10521,Male,Yes,0,Graduate,No,2487,2458,117,360,1,Semiurban,Y
LP10522,Female,Yes,0,Graduate,No,4160,1989,143,360,1,Rural,Y
LP10523,Male,Yes,0,Graduate,No,1877,1073,107,360,1,Semiurban,Y
LP10524,Male,Yes,0,Graduate,Yes,5596,0,119,360,1,Urban,N
LP10525,Female,Yes,2,Graduate,No,3628,0,125,180,0,Semiurban,N
LP10526,Female,No,3+,Graduate,No,3006,0,113,360,1,Rural,Y
LP10527,Male,No,1,Graduate,No,5537,0,213,360,1,Rural,Y
LP10528,Female,Yes,1,Graduate,No,4775,3958,221,360,0,Rural,Y
LP10529,Female,No,0,Graduate,No,4698,0,97,120,1,Rural,Y
LP10530,Female,Yes,3+,Graduate,No,2724,2449,137,360,1,Rural,Y
LP10531,Male,No,0,Not Graduate,Yes,8532,4903,270,360,1,Rural,Y
LP10532,Male,Yes,0,Graduate,No,4818,3120,248,360,1,Urban,Y
LP10533,Male,Yes,2,Graduate,No,9303,2707,260,360,1,Semiurban,Y
LP10534,Male,Yes,0,Graduate,No,4133,3981,317,180,1,Semiurban,Y
LP10535,Male,Yes,2,Graduate,No,3183,3255,233,360,1,Rural,Y
LP10536,Male,No,3+,Not Graduate,Yes,1703,0,42,180,1,Rural,Y
LP10537,Male,Yes,0,Graduate,Yes,2784,0,57,360,1,Semiurban,Y
LP10538,Male,Yes,0,Graduate,No,8351,1707,310,360,1,Urban,Y
LP10539,Male,Yes,0,Graduate,No,4509,0,147,120,1,Urban,Y
LP10540,Male,Yes,0,Graduate,Yes,5243,0,175,360,1,Urban,Y
LP10541,Female,Yes,2,Graduate,No,4487,0,149,360,1,Rural,Y
LP10542,Male,Yes,1,Graduate,Yes,3831,3237,174,360,1,Urban,Y
LP10543,Male,Yes,3+,Graduate,No,4079,0,137,180,1,Urban,Y
LP10544,Male,No,3+,Not Graduate,No,2776,4895,167,360,1,Urban,Y
LP10545,Male,Yes,0,Graduate,No,8500,3306,305,360,1,Urban,Y
LP10546,Male,Yes,0,Graduate,No,3881,1235,171,360,1,Urban,N
LP10547,Male,Yes,3+,Graduate,No,5363,0,191,360,1,Semiurban,Y
LP10548,Male,No,2,Graduate,No,3848,4238,268,360,1,Semiurban,Y
LP10549,Male,Yes,2,Graduate,Yes,4634,2098,260,360,1,Urban,Y
LP10550,Male,Yes,0,Not Graduate,No,5093,0,199,360,0,Urban,Y
LP10551,Male,No,0,Graduate,No,5221,1990,280,360,1,Semiurban,Y
LP10552,Female,Yes,1,Graduate,No,4296,0,150,360,0,Urban,N
LP10553,Male,Yes,0,Graduate,No,4479,4842,317,360,1,Urban,Y
LP10554,Male,Yes,0,Graduate,No,4478,4606,323,360,0,Rural,N
LP10555,Male,Yes,0,Graduate,No,9179,4341,533,360,0,Urban,N
LP10556,Male,Yes,1,Graduate,No,5373,0,109,360,1,Urban,Y
LP10557,Male,Yes,0,Graduate,No,3030,4460,240,360,1,Semiurban,Y
LP10558,Male,No,3+,Not Graduate,No,3256,0,84,360,1,Semiurban,Y
LP10559,Female,Yes,0,Not Graduate,No,3210,4837,271,360,1,Urban,N
LP10560,Female,Yes,0,Graduate,No,2397,3486,136,360,1,Semiurban,N
LP10561,Male,Yes,0,Graduate,No,4011,0,144,360,1,Urban,Y
LP10562,Male,Yes,1,Graduate,No,3657,1322,146,360,1,Semiurban,Y
LP10563,Male,Yes,0,Not Graduate,No,3106,1369,130,360,1,Urban,Y
LP10564,Male,No,0,Graduate,No,2223,1909,96,360,1,Semiurban,Y
LP10565,Male,Yes,0,Graduate,No,6708,0,136,360,1,Semiurban,Y
LP10566,Male,Yes,0,Graduate,Yes,8951,4496,501,360,1,Semiurban,Y
LP10567,Male,Yes,0,Graduate,Yes,851,2286,107,360,0,Rural,N
LP10568,Male,No,0,Graduate,Yes,7333,2372,308,360,1,Rural,Y
LP10569,Male,Yes,2,Graduate,No,3738,2117,124,360,1,Rural,Y
LP10570,Female,Yes,0,Not Graduate,No,1970,0,41,360,1,Urban,Y
LP10571,Male,Yes,0,Graduate,No,4659,0,155,360,1,Rural,N
LP10572,Male,Yes,0,Graduate,No,3086,0,101,360,1,Urban,Y
LP10573,Male,Yes,1,Not Graduate,Yes,1793,2045,108,240,1,Urban,Y
LP10574,Male,Yes,0,Graduate,No,4742,3171,173,360,1,Urban,Y
LP10575,Male,Yes,3+,Graduate,Yes,3193,0,88,360,1,Rural,Y
LP10576,Male,Yes,3+,Graduate,No,3826,4723,280,180,1,Rural,Y
LP10577,Male,Yes,3+,Graduate,No,4358,0,127,360,1,Rural,Y
LP10578,Male,Yes,0,Graduate,No,3243,4419,223,360,1,Urban,Y
LP10579,Female,No,2,Not Graduate,No,5122,0,161,360,1,Semiurban,Y
LP10580,Male,Yes,0,Not Graduate,No,10346,2828,329,120,1,Rural,Y
LP10581,Male,No,1,Graduate,No,4471,3647,278,360,1,Urban,Y
LP10582,Male,No,0,Graduate,No,5204,3969,183,360,1,Rural,Y
LP10583,Male,No,2,Graduate,No,3080,1652,107,360,0,Urban,N
LP10584,Male,Yes,2,Not Graduate,No,1785,0,58,360,1,Rural,Y
LP10585,Male,Yes,0,Graduate,No,4057,0,156,360,0,Rural,N
LP10586,Male,Yes,3+,Graduate,No,4551,0,120,360,1,Rural,Y
LP10587,Male,Yes,2,Graduate,No,4942,0,102,360,1,Rural,Y
LP10588,Male,Yes,0,Graduate,Yes,5555,0,140,360,1,Rural,Y
LP10589,Female,Yes,1,Graduate,No,7139,0,179,360,1,Rural,Y
LP10590,Male,No,1,Not Graduate,No,2252,0,63,360,0,Semiurban,N
LP10591,Male,Yes,2,Graduate,No,4379,0,137,360,1,Semiurban,Y
LP10592,Female,Yes,0,Graduate,No,7186,0,267,360,1,Semiurban,Y
LP10593,Female,Yes,1,Graduate,No,3075,3300,137,480,1,Semiurban,Y
LP10594,Female,No,0,Not Graduate,No,2669,0,62,360,0,Semiurban,N
LP10595,Male,No,2,Not Graduate,No,9831,0,278,360,0,Semiurban,N
LP10596,Male,Yes,0,Not Graduate,No,1920,4950,169,360,0,Urban,N
LP10597,Male,No,2,Not Graduate,Yes,5315,0,130,360,1,Rural,Y
LP10598,Male,Yes,2,Graduate,No,5034,0,105,360,1,Urban,Y
LP10599,Male,No,0,Graduate,No,2514,1870,146,360,1,Rural,Y
LP10600,Male,Yes,0,Graduate,No,3972,2252,190,360,1,Rural,Y
LP10601,Male,Yes,0,Graduate,No,2020,2077,136,360,1,Rural,Y
LP10602,Male,Yes,0,Graduate,Yes,4854,0,182,180,1,Rural,Y
LP10603,Female,Yes,0,Graduate,Yes,4239,0,88,480,1,Rural,Y
LP10604,Male,Yes,0,Graduate,No,2937,3231,211,360,1,Urban,Y
LP10605,Male,Yes,0,Graduate,No,5070,1650,201,360,1,Urban,Y
LP10606,Male,No,0,Graduate,No,4465,0,148,180,1,Semiurban,Y
LP10607,Male,No,2,Graduate,No,4187,1564,177,180,0,Semiurban,N
LP10608,Male,Yes,2,Graduate,No,6663,0,164,360,1,Rural,Y
LP10609,Female,Yes,1,Graduate,No,5391,0,134,360,1,Semiurban,Y
LP10610,Male,No,3+,Graduate,No,3820,0,124,360,1,Urban,Y
LP10611,Male,Yes,0,Not Graduate,No,7971,3147,333,360,1,Urban,Y
LP10612,Male,No,1,Graduate,No,4177,4318,336,360,0,Urban,Y
LP10613,Male,Yes,0,Not Graduate,No,5930,1959,299,360,1,Urban,Y
LP10614,Male,Yes,2,Not Graduate,No,2078,0,44,360,1,Semiurban,N
LP10615,Male,Yes,1,Not Graduate,No,3634,2933,185,480,1,Semiurban,Y
LP10616,Male,Yes,3+,Graduate,No,3929,0,106,360,0,Urban,N
LP10617,Male,Yes,0,Graduate,No,3818,0,115,360,1,Urban,Y
LP10618,Male,Yes,0,Graduate,No,4404,0,101,360,1,Semiurban,Y
LP10619,Male,Yes,0,Graduate,No,4540,4996,311,360,1,Rural,Y
LP10620,Male,No,1,Graduate,Yes,3077,3851,177,360,1,Rural,Y
LP10621,Male,Yes,3+,Not Graduate,No,2766,4780,257,360,1,Urban,Y
LP10622,Male,Yes,1,Graduate,No,1852,0,73,360,0,Semiurban,N
LP10623,Male,Yes,0,Graduate,Yes,9151,4399,345,180,1,Rural,Y
LP10624,Male,Yes,1,Graduate,No,3860,0,146,360,1,Rural,Y
LP10625,Female,Yes,0,Not Graduate,No,6925,0,170,240,1,Semiurban,Y
LP10626,Male,Yes,2,Not Graduate,Yes,5349,4609,284,360,0,Semiurban,N
LP10627,Female,No,2,Not Graduate,No,6327,3749,256,360,1,Semiurban,Y
LP10628,Male,Yes,0,Not Graduate,No,9751,0,276,360,1,Semiurban,Y
LP10629,Male,Yes,2,Graduate,No,3247,3529,224,360,1,Urban,Y
LP10630,Female,No,0,Graduate,Yes,3948,4164,221,360,0,Urban,N
LP10631,Male,Yes,0,Graduate,No,4212,0,127,360,1,Rural,Y
LP10632,Male,No,0,Not Graduate,No,4275,2703,227,360,1,Rural,Y
LP10633,Male,Yes,1,Not Graduate,No,6118,0,228,180,1,Semiurban,Y
LP10634,Female,Yes,0,Graduate,Yes,4483,0,127,180,1,Rural,Y
LP10635,Female,Yes,1,Not Graduate,No,4954,3974,324,360,1,Semiurban,Y
LP10636,Male,No,0,Graduate,No,3479,3917,275,360,1,Semiurban,Y
LP10637,Male,No,3+,Graduate,No,3028,2595,146,360,1,Urban,Y
LP10638,Male,No,2,Graduate,No,4323,0,109,180,1,Urban,Y
LP10639,Male,No,1,Graduate,No,3656,3671,162,360,1,Rural,Y
LP10640,Male,Yes,1,Graduate,No,7140,1064,205,180,1,Urban,Y
LP10641,Male,No,0,Not Graduate,No,3650,0,125,360,1,Semiurban,Y
LP10642,Male,Yes,0,Graduate,No,5956,4831,292,360,1,Semiurban,N
LP10643,Male,Yes,0,Not Graduate,No,4804,4092,255,360,1,Rural,Y
LP10644,Male,Yes,0,Not Graduate,No,3523,0,92,360,1,Rural,Y
LP10645,Male,Yes,3+,Graduate,No,6658,4613,279,360,0,Semiurban,N
LP10646,Male,Yes,0,Graduate,No,2621,2502,185,360,0,Rural,Y
LP10647,Male,Yes,0,Graduate,No,2246,3754,156,360,1,Semiurban,Y
LP10648,Male,Yes,2,Graduate,No,1587,0,34,360,1,Urban,Y
LP10649,Male,No,2,Not Graduate,No,3559,0,123,360,1,Rural,Y
LP10650,Male,Yes,0,Graduate,No,11262,0,282,360,1,Urban,Y
LP10651,Male,No,3+,Graduate,No,8543,2800,433,360,1,Rural,Y
LP10652,Male,No,2,Graduate,Yes,5995,1551,213,180,1,Urban,Y
LP10653,Male,Yes,1,Not Graduate,No,5096,0,120,360,1,Semiurban,Y
LP10654,Male,Yes,0,Graduate,No,4721,0,109,360,1,Semiurban,Y
LP10655,Male,No,1,Graduate,No,2507,0,59,360,0,Urban,N
LP10656,Male,Yes,0,Graduate,No,8737,1743,336,360,0,Urban,N
LP10657,Female,Yes,0,Graduate,No,4663,2762,265,360,1,Urban,Y
LP10658,Male,Yes,1,Graduate,Yes,3438,0,134,360,1,Urban,Y
LP10659,Male,Yes,0,Graduate,No,4790,0,101,360,1,Semiurban,Y
LP10660,Male,Yes,1,Graduate,No,4948,0,177,360,1,Rural,Y
LP10661,Male,No,0,Graduate,No,1822,4028,229,360,0,Semiurban,N
LP10662,Male,No,2,Graduate,No,2589,0,93,360,1,Rural,Y
LP10663,Male,No,2,Graduate,No,10010,4005,489,360,1,Rural,Y
LP10664,Male,Yes,1,Graduate,Yes,4086,0,113,360,1,Rural,Y
LP10665,Male,Yes,0,Graduate,No,8942,0,291,240,1,Rural,Y
LP10666,Male,Yes,3+,Not Graduate,Yes,1575,4654,246,240,1,Rural,Y
LP10667,Male,Yes,0,Graduate,No,5838,2048,286,360,1,Urban,Y
LP10668,Male,Yes,2,Graduate,No,2747,0,68,180,1,Urban,Y
LP10669,Male,Yes,1,Graduate,No,4004,0,96,360,1,Rural,N
LP10670,Male,No,0,Graduate,No,1692,0,42,360,1,Semiurban,Y
LP10671,Male,Yes,2,Graduate,No,5083,3685,205,360,1,Semiurban,N
LP10672,Male,Yes,3+,Graduate,No,10012,0,223,360,1,Rural,Y
LP10673,Female,No,3+,Graduate,Yes,3513,4002,263,180,1,Urban,Y
LP10674,Male,Yes,0,Graduate,No,2209,2483,158,360,1,Urban,Y
LP10675,Male,No,2,Graduate,No,7751,1168,344,360,1,Urban,Y
LP10676,Male,No,1,Graduate,Yes,1503,3408,165,180,1,Urban,Y
LP10677,Female,Yes,0,Graduate,No,9123,0,339,360,1,Semiurban,Y
LP10678,Female,Yes,2,Graduate,No,5765,0,161,360,1,Urban,N
LP10679,Male,Yes,0,Graduate,No,3658,4903,197,360,1,Rural,Y
LP10680,Male,No,1,Graduate,No,2675,0,82,360,1,Urban,Y
LP10681,Female,No,0,Graduate,No,5805,2899,296,360,1,Urban,Y
LP10682,Female,Yes,1,Graduate,No,3786,0,111,360,0,Semiurban,N
LP10683,Male,Yes,0,Not Graduate,No,4352,0,134,360,1,Rural,Y
LP10684,Male,No,0,Graduate,No,9311,0,321,480,1,Urban,Y
LP10685,Female,Yes,0,Graduate,No,3651,0,87,360,1,Rural,Y
LP10686,Male,Yes,1,Graduate,No,10749,0,414,360,0,Rural,N
LP10687,Female,Yes,1,Not Graduate,No,3886,2772,189,360,1,Rural,Y
LP10688,Male,Yes,0,Graduate,No,16532,0,605,360,1,Urban,Y
LP10689,Male,No,0,Graduate,No,3747,3927,154,360,1,Urban,N
LP10690,Male,Yes,0,Graduate,No,4984,2717,163,180,1,Semiurban,Y
